Date,Rain,Temp Max,Temp Min
26-12-1951,0,26.72999954,15.80000019
27-12-1951,0,27.02000046,15.81999969
28-12-1951,0,26.85000038,15.77999973
29-12-1951,0,26.96999931,15.75
30-12-1951,0,26.87000084,15.59000015
31-12-1951,0,27.11000061,15.53999996
01-01-1952,0,27.07999992,15.22999954
02-01-1952,0,27.19000053,15.11999989
03-01-1952,0,27.17000008,15.19999981
04-01-1952,0,27.36000061,15.18999958
05-01-1952,0,27.27000046,15.02000046
06-01-1952,0,27.19000053,15.10999966
07-01-1952,0,27.22999954,15.03999996
08-01-1952,0,27.12999916,16.95999908
09-01-1952,0,27.93000031,17.75
10-01-1952,0,28.45999908,16.25
11-01-1952,0,28.61000061,14.85000038
12-01-1952,0,28.34000015,15.34000015
13-01-1952,0,29.11000061,15.38000011
14-01-1952,0,29.44000053,15.38000011
15-01-1952,0,29.04999924,13.76000023
16-01-1952,0,29.25,14.90999985
17-01-1952,0,29.35000038,15.27000046
18-01-1952,0,28.25,14.55000019
19-01-1952,0,28.59000015,15.09000015
20-01-1952,0,27.69000053,14.27000046
21-01-1952,0,28.18000031,14.43000031
22-01-1952,0,28.67000008,14.39999962
23-01-1952,0,28.38999939,15.55000019
24-01-1952,0,28.54999924,16.88999939
25-01-1952,0,27.87000084,17.25
26-01-1952,0,27.59000015,14.89999962
27-01-1952,0,27.22999954,14.32999992
28-01-1952,0,27.46999931,15.21000004
29-01-1952,0,26.53000069,17.5
30-01-1952,0,26.95000076,18.12999916
31-01-1952,0,27.93000031,17.67000008
01-02-1952,0,27.73999977,17.06999969
02-02-1952,0,28.62000084,16.90999985
03-02-1952,0,27.34000015,17.31999969
04-02-1952,0,28.18000031,16.45000076
05-02-1952,0,30.39999962,17.64999962
06-02-1952,0,30.76000023,19
07-02-1952,0,30.79000092,19.48999977
08-02-1952,0,31.04999924,19.87999916
09-02-1952,0,30.13999939,18.87000084
10-02-1952,0,30.27000046,18.37000084
11-02-1952,0,31.29999924,17.72999954
12-02-1952,0,30.12999916,17.39999962
13-02-1952,0,30.69000053,17.34000015
14-02-1952,0,31.12999916,18.37000084
15-02-1952,0,31.34000015,16.81999969
16-02-1952,0,30.23999977,16.02000046
17-02-1952,0,29.82999992,15.65999985
18-02-1952,0,29.84000015,15.90999985
19-02-1952,0,31.26000023,16.87000084
20-02-1952,0,31.71999931,19.28000069
21-02-1952,0,30.80999947,20.79999924
22-02-1952,0,29.05999947,21.20999908
23-02-1952,0,28.87000084,21.07999992
24-02-1952,0,30.29000092,20.51000023
25-02-1952,0,30.30999947,19.90999985
26-02-1952,0,30.03000069,19.11000061
27-02-1952,0,30.70000076,16.35000038
28-02-1952,0,31.03000069,16.07999992
29-02-1952,0,31.32999992,15.82999992
01-03-1952,0,30.70000076,16.68000031
02-03-1952,0,31.5,20.77000046
03-03-1952,0,31.15999985,18.59000015
04-03-1952,0,32.31000137,18.17000008
05-03-1952,0,32.61000061,17.44000053
06-03-1952,0,33.29999924,17.87000084
07-03-1952,0,32.86999893,18.5
08-03-1952,0,33.34999847,17.06999969
09-03-1952,0,32.99000168,18.57999992
10-03-1952,0,33.50999832,19.70999908
11-03-1952,0,33.59999847,19.87999916
12-03-1952,0,33.81000137,19.92000008
13-03-1952,0,33.08000183,20.12000084
14-03-1952,0,32.97999954,20.95999908
15-03-1952,0,33.20000076,21.03000069
16-03-1952,0,32.86999893,21.34000015
17-03-1952,0,32.31000137,20.31999969
18-03-1952,0,33.22000122,20.62000084
19-03-1952,0,33.41999817,21.70999908
20-03-1952,0,32.63000107,20.87000084
21-03-1952,0,32.24000168,19.19000053
22-03-1952,0,31.96999931,18.40999985
23-03-1952,0,32.24000168,19.69000053
24-03-1952,0,32.70999908,21.45000076
25-03-1952,0,33.41999817,21.93000031
26-03-1952,0,34.61000061,22.42000008
27-03-1952,0,34.31999969,21.19000053
28-03-1952,0,33.81999969,20.64999962
29-03-1952,0,34.43000031,19.89999962
30-03-1952,0,34.70000076,20.95000076
31-03-1952,0,34.20000076,22.11000061
01-04-1952,0,35.06000137,23.34000015
02-04-1952,0,34.15999985,22.27000046
03-04-1952,0,34.49000168,23.13999939
04-04-1952,0,34.38000107,22.59000015
05-04-1952,0,33.34000015,22.31999969
06-04-1952,0.766052008,33.65999985,22.31999969
07-04-1952,8.050953865,33.99000168,22.37999916
08-04-1952,0,34.43000031,23.35000038
09-04-1952,0,34.54000092,21.68000031
10-04-1952,0,34.31000137,22.11000061
11-04-1952,0,34.56999969,22.97999954
12-04-1952,0,34.36999893,23.88999939
13-04-1952,0,34.84999847,23.15999985
14-04-1952,0,34.75999832,22.31999969
15-04-1952,0,34.75999832,21.92000008
16-04-1952,0,34,21.94000053
17-04-1952,0,34.11000061,20.70000076
18-04-1952,0,33.84999847,21.87000084
19-04-1952,0,34.49000168,22.10000038
20-04-1952,0,33.86999893,22.70999908
21-04-1952,0,34.11000061,23.22999954
22-04-1952,0,34.97999954,23.10000038
23-04-1952,0,35.65000153,23.53000069
24-04-1952,0,35.29000092,22.59000015
25-04-1952,0,35.36000061,23.68000031
26-04-1952,1.940665126,34.74000168,22.14999962
27-04-1952,0,34.70999908,23.45000076
28-04-1952,0,35.06000137,23.79999924
29-04-1952,4.586202621,35.47999954,22.60000038
30-04-1952,8.061934471,36.11999893,23.87000084
01-05-1952,0,36.47000122,25.17000008
02-05-1952,0.595683277,36.08000183,23.60000038
03-05-1952,0,35.63000107,23.86000061
04-05-1952,1.557639122,35.72999954,22.98999977
05-05-1952,0,35.11000061,23.68000031
06-05-1952,0,35.84999847,23.48999977
07-05-1952,0,35.20000076,23.76000023
08-05-1952,0,35.54999924,23.02000046
09-05-1952,0,34.93999863,23.32999992
10-05-1952,0,36.13999939,24.05999947
11-05-1952,0,35.36000061,23.70999908
12-05-1952,0,36.61000061,24.52000046
13-05-1952,0,34.95000076,22.64999962
14-05-1952,0,34.08000183,22.10000038
15-05-1952,0,34.97000122,22
16-05-1952,0,35.18000031,23.20999908
17-05-1952,0,35.45999908,23.55999947
18-05-1952,0,35.81000137,23.62999916
19-05-1952,0,35.47000122,24.02000046
20-05-1952,0,33.20000076,23.76000023
21-05-1952,0,31.97999954,22.43000031
22-05-1952,0.443299174,26.69000053,21.07999992
23-05-1952,4.015632629,25.62999916,20.39999962
24-05-1952,0,26.43000031,20.37999916
25-05-1952,14.54256725,26.54000092,19.69000053
26-05-1952,0,26.03000069,20.05999947
27-05-1952,0,29.68000031,21.10000038
28-05-1952,0,31.05999947,22.07999992
29-05-1952,0,30.64999962,20.79000092
30-05-1952,0,30.11000061,21.82999992
31-05-1952,0,30.87000084,22.10000038
01-06-1952,9.450720787,32.29999924,22.37000084
02-06-1952,4.272577286,32.34000015,22.13999939
03-06-1952,15.83724022,31.02000046,21.40999985
04-06-1952,25.00004387,30.85000038,20.86000061
05-06-1952,4.240099907,30.38999939,20.84000015
06-06-1952,4.846699238,28.43000031,21.02000046
07-06-1952,0,29.60000038,21.37999916
08-06-1952,0,31.20000076,21.43000031
09-06-1952,0,31.44000053,21.29000092
10-06-1952,0,30.20999908,21.12000084
11-06-1952,0,31.30999947,20.95999908
12-06-1952,0,31.43000031,21.75
13-06-1952,2.639015198,31.36000061,21.78000069
14-06-1952,0,31.03000069,21.45000076
15-06-1952,0,29.19000053,21.38999939
16-06-1952,0.401739866,30.18000031,21.67000008
17-06-1952,0,31.14999962,20.95000076
18-06-1952,0,30.53000069,20.23999977
19-06-1952,0,29.98999977,20.79000092
20-06-1952,0.193943366,30.13999939,21.11000061
21-06-1952,0,29.51000023,20.68000031
22-06-1952,0,28.70000076,20.94000053
23-06-1952,0.526417732,29.12999916,20.86000061
24-06-1952,0,29.23999977,20.77000046
25-06-1952,0,29.35000038,20.98999977
26-06-1952,0,29.20000076,20.97999954
27-06-1952,1.634244442,29.51000023,20.94000053
28-06-1952,0,30.09000015,20.14999962
29-06-1952,0,28.64999962,19.94000053
30-06-1952,0,28.97999954,19.84000015
01-07-1952,0,29.47999954,20
02-07-1952,0,29.88999939,19.98999977
03-07-1952,0,29.73999977,20.73999977
04-07-1952,0,29.20999908,20.18000031
05-07-1952,0,30.62000084,21.27000046
06-07-1952,1.174612999,31.38999939,21.03000069
07-07-1952,0,32.02999878,21.48999977
08-07-1952,0,31.73999977,21.47999954
09-07-1952,0,32.34000015,20.95000076
10-07-1952,3.366972685,31.79999924,20.32999992
11-07-1952,6.271086693,31.13999939,20.26000023
12-07-1952,5.181265831,28.36000061,20.17000008
13-07-1952,0.283988506,26.96999931,20.75
